0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,1,0
17,1,0
18,1,0
19,1,0
20,1,0
21,1,0
22,1,0
23,1,0
24,1,0
25,1,0
26,1,0
27,1,0
28,1,0
29,1,0
30,1,0
31,1,0
32,2,0
33,2,0
34,2,0
35,2,0
36,2,0
37,2,0
38,2,0
39,2,0
40,2,0
41,2,0
42,2,0
43,2,0
44,2,0
45,2,0
46,2,0
47,2,0
48,3,0
49,3,0
50,3,0
51,3,0
52,3,0
53,3,0
54,3,0
55,3,0
56,3,0
57,3,0
58,3,0
59,3,0
60,3,0
61,3,0
62,3,0
63,3,0
64,4,0
65,4,0
66,4,0
67,4,0
68,4,0
69,4,0
70,4,0
71,4,0
72,4,0
73,4,0
74,4,0
75,4,0
76,4,0
77,4,0
78,4,0
79,4,0
80,5,0
81,5,0
82,5,0
83,5,0
84,5,0
85,5,0
86,5,0
87,5,0
88,5,0
89,5,0
90,5,0
91,5,0
92,5,0
93,5,0
94,5,0
95,5,0
96,6,0
97,6,0
98,6,0
99,6,0
100,6,0
101,6,0
102,6,0
103,6,0
104,6,0
105,6,0
106,6,0
107,6,0
108,6,0
109,6,0
110,6,0
111,6,0
112,7,0
113,7,0
114,7,0
115,7,0
116,7,0
117,7,0
118,7,0
119,7,0
120,7,0
121,7,0
122,7,0
123,7,0
124,7,0
125,7,0
126,7,0
127,7,0
128,8,1
129,8,1
130,8,1
131,8,1
132,8,1
133,8,1
134,8,1
135,8,1
136,8,1
137,8,1
138,8,1
139,8,1
140,8,1
141,8,1
142,8,1
143,8,1
144,9,1
145,9,1
146,9,1
147,9,1
148,9,1
149,9,1
150,9,1
151,9,1
152,9,1
153,9,1
154,9,1
155,9,1
156,9,1
157,9,1
158,9,1
159,9,1
160,10,1
161,10,1
162,10,1
163,10,1
164,10,1
165,10,1
166,10,1
167,10,1
168,10,1
169,10,1
170,10,1
171,10,1
172,10,1
173,10,1
174,10,1
175,10,1
176,11,1
177,11,1
178,11,1
179,11,1
180,11,1
181,11,1
182,11,1
183,11,1
184,11,1
185,11,1
186,11,1
187,11,1
188,11,1
189,11,1
190,11,1
191,11,1
192,12,1
193,12,1
194,12,1
195,12,1
196,12,1
197,12,1
198,12,1
199,12,1
200,12,1
201,12,1
202,12,1
203,12,1
204,12,1
205,12,1
206,12,1
207,12,1
208,13,1
209,13,1
210,13,1
211,13,1
212,13,1
213,13,1
214,13,1
215,13,1
216,13,1
217,13,1
218,13,1
219,13,1
220,13,1
221,13,1
222,13,1
223,13,1
224,14,1
225,14,1
226,14,1
227,14,1
228,14,1
229,14,1
230,14,1
231,14,1
232,14,1
233,14,1
234,14,1
235,14,1
236,14,1
237,14,1
238,14,1
239,14,1
240,15,1
241,15,1
242,15,1
243,15,1
244,15,1
245,15,1
246,15,1
247,15,1
248,15,1
249,15,1
250,15,1
251,15,1
252,15,1
253,15,1
254,15,1
255,15,1
256,16,2
257,16,2
258,16,2
259,16,2
260,16,2
261,16,2
262,16,2
263,16,2
264,16,2
265,16,2
266,16,2
267,16,2
268,16,2
269,16,2
270,16,2
271,16,2
272,17,2
273,17,2
274,17,2
275,17,2
276,17,2
277,17,2
278,17,2
279,17,2
280,17,2
281,17,2
282,17,2
283,17,2
284,17,2
285,17,2
286,17,2
287,17,2
288,18,2
289,18,2
290,18,2
291,18,2
292,18,2
293,18,2
294,18,2
295,18,2
296,18,2
297,18,2
298,18,2
299,18,2
300,18,2
301,18,2
302,18,2
303,18,2
304,19,2
305,19,2
306,19,2
307,19,2
308,19,2
309,19,2
310,19,2
311,19,2
312,19,2
313,19,2
314,19,2
315,19,2
316,19,2
317,19,2
318,19,2
319,19,2
320,20,2
321,20,2
322,20,2
323,20,2
324,20,2
325,20,2
326,20,2
327,20,2
328,20,2
329,20,2
330,20,2
331,20,2
332,20,2
333,20,2
334,20,2
335,20,2
336,21,2
337,21,2
338,21,2
339,21,2
340,21,2
341,21,2
342,21,2
343,21,2
344,21,2
345,21,2
346,21,2
347,21,2
348,21,2
349,21,2
350,21,2
351,21,2
352,22,2
353,22,2
354,22,2
355,22,2
356,22,2
357,22,2
358,22,2
359,22,2
360,22,2
361,22,2
362,22,2
363,22,2
364,22,2
365,22,2
366,22,2
367,22,2
368,23,2
369,23,2
370,23,2
371,23,2
372,23,2
373,23,2
374,23,2
375,23,2
376,23,2
377,23,2
378,23,2
379,23,2
380,23,2
381,23,2
382,23,2
383,23,2
384,24,3
385,24,3
386,24,3
387,24,3
388,24,3
389,24,3
390,24,3
391,24,3
392,24,3
393,24,3
394,24,3
395,24,3
396,24,3
397,24,3
398,24,3
399,24,3
400,25,3
401,25,3
402,25,3
403,25,3
404,25,3
405,25,3
406,25,3
407,25,3
408,25,3
409,25,3
410,25,3
411,25,3
412,25,3
413,25,3
414,25,3
415,25,3
416,26,3
417,26,3
418,26,3
419,26,3
420,26,3
421,26,3
422,26,3
423,26,3
424,26,3
425,26,3
426,26,3
427,26,3
428,26,3
429,26,3
430,26,3
431,26,3
432,27,3
433,27,3
434,27,3
435,27,3
436,27,3
437,27,3
438,27,3
439,27,3
440,27,3
441,27,3
442,27,3
443,27,3
444,27,3
445,27,3
446,27,3
447,27,3
448,28,3
449,28,3
450,28,3
451,28,3
452,28,3
453,28,3
454,28,3
455,28,3
456,28,3
457,28,3
458,28,3
459,28,3
460,28,3
461,28,3
462,28,3
463,28,3
464,29,3
465,29,3
466,29,3
467,29,3
468,29,3
469,29,3
470,29,3
471,29,3
472,29,3
473,29,3
474,29,3
475,29,3
476,29,3
477,29,3
478,29,3
479,29,3
480,30,3
481,30,3
482,30,3
483,30,3
484,30,3
485,30,3
486,30,3
487,30,3
488,30,3
489,30,3
490,30,3
491,30,3
492,30,3
493,30,3
494,30,3
495,30,3
496,31,3
497,31,3
498,31,3
499,31,3
500,31,3
501,31,3
502,31,3
503,31,3
504,31,3
505,31,3
506,31,3
507,31,3
508,31,3
509,31,3
510,31,3
511,31,3
